"cyr","country_text_id","year","seq"
"irq19155","IRQ",1915.5,19155
"isl19155","ISL",1915.5,19155
"isr19155","ISR",1915.5,19155
"ita19155","ITA",1915.5,19155
"jam19155","JAM",1915.5,19155
"jor19155","JOR",1915.5,19155
"jpn19155","JPN",1915.5,19155
"kaz19155","KAZ",1915.5,19155
"ken19155","KEN",1915.5,19155
"khm19155","KHM",1915.5,19155
"kor19155","KOR",1915.5,19155
"kwt19155","KWT",1915.5,19155
"lao19155","LAO",1915.5,19155
"lbn19155","LBN",1915.5,19155
"lbr19155","LBR",1915.5,19155
"lby19155","LBY",1915.5,19155
"lka19155","LKA",1915.5,19155
"lso19155","LSO",1915.5,19155
"ltu19155","LTU",1915.5,19155
"lux19155","LUX",1915.5,19155
"lva19155","LVA",1915.5,19155
"mar19155","MAR",1915.5,19155
"mda19155","MDA",1915.5,19155
"mdg19155","MDG",1915.5,19155
"mdv19155","MDV",1915.5,19155
"mex19155","MEX",1915.5,19155
"mkd19155","MKD",1915.5,19155
"mli19155","MLI",1915.5,19155
"mmr19155","MMR",1915.5,19155
"mne19155","MNE",1915.5,19155
"mng19155","MNG",1915.5,19155
"moz19155","MOZ",1915.5,19155
"mrt19155","MRT",1915.5,19155
"mus19155","MUS",1915.5,19155
"mwi19155","MWI",1915.5,19155
"mys19155","MYS",1915.5,19155
"nam19155","NAM",1915.5,19155
"ner19155","NER",1915.5,19155
"nga19155","NGA",1915.5,19155
"nic19155","NIC",1915.5,19155
"nld19155","NLD",1915.5,19155
"nor19155","NOR",1915.5,19155
"npl19155","NPL",1915.5,19155
"nzl19155","NZL",1915.5,19155
"omn19155","OMN",1915.5,19155
"pak19155","PAK",1915.5,19155
"pan19155","PAN",1915.5,19155
"per19155","PER",1915.5,19155
"phl19155","PHL",1915.5,19155
"png19155","PNG",1915.5,19155
"pol19155","POL",1915.5,19155
"prk19155","PRK",1915.5,19155
"prt19155","PRT",1915.5,19155
"pry19155","PRY",1915.5,19155
"psb19155","PSB",1915.5,19155
"pse19155","PSE",1915.5,19155
"psg19155","PSG",1915.5,19155
"qat19155","QAT",1915.5,19155
"rou19155","ROU",1915.5,19155
"rus19155","RUS",1915.5,19155
"rwa19155","RWA",1915.5,19155
"sau19155","SAU",1915.5,19155
"sdn19155","SDN",1915.5,19155
"sen19155","SEN",1915.5,19155
"sgp19155","SGP",1915.5,19155
"slb19155","SLB",1915.5,19155
"sle19155","SLE",1915.5,19155
"slv19155","SLV",1915.5,19155
"sml19155","SML",1915.5,19155
"som19155","SOM",1915.5,19155
"srb19155","SRB",1915.5,19155
"ssd19155","SSD",1915.5,19155
"stp19155","STP",1915.5,19155
"sur19155","SUR",1915.5,19155
"svk19155","SVK",1915.5,19155
"svn19155","SVN",1915.5,19155
"swe19155","SWE",1915.5,19155
"swz19155","SWZ",1915.5,19155
"syc19155","SYC",1915.5,19155
"syr19155","SYR",1915.5,19155
"tcd19155","TCD",1915.5,19155
"tgo19155","TGO",1915.5,19155
"tha19155","THA",1915.5,19155
"tjk19155","TJK",1915.5,19155
"tkm19155","TKM",1915.5,19155
"tls19155","TLS",1915.5,19155
"tto19155","TTO",1915.5,19155
"tun19155","TUN",1915.5,19155
"tur19155","TUR",1915.5,19155
"twn19155","TWN",1915.5,19155
"tza19155","TZA",1915.5,19155
"uga19155","UGA",1915.5,19155
"ukr19155","UKR",1915.5,19155
"ury19155","URY",1915.5,19155
"usa19155","USA",1915.5,19155
"uzb19155","UZB",1915.5,19155
"vdr19155","VDR",1915.5,19155
"ven19155","VEN",1915.5,19155
"vnm19155","VNM",1915.5,19155
"vut19155","VUT",1915.5,19155
"xkx19155","XKX",1915.5,19155
"yem19155","YEM",1915.5,19155
"ymd19155","YMD",1915.5,19155
"zaf19155","ZAF",1915.5,19155
"zmb19155","ZMB",1915.5,19155
"zwe19155","ZWE",1915.5,19155
"zzb19155","ZZB",1915.5,19155
"afg19175","AFG",1917.5,19175
"ago19175","AGO",1917.5,19175
"alb19175","ALB",1917.5,19175
"are19175","ARE",1917.5,19175
"arg19175","ARG",1917.5,19175
"arm19175","ARM",1917.5,19175
"aus19175","AUS",1917.5,19175
"aut19175","AUT",1917.5,19175
"aze19175","AZE",1917.5,19175
"bdi19175","BDI",1917.5,19175
"bel19175","BEL",1917.5,19175
"ben19175","BEN",1917.5,19175
"bfa19175","BFA",1917.5,19175
"bgd19175","BGD",1917.5,19175
"bgr19175","BGR",1917.5,19175
"bhr19175","BHR",1917.5,19175
"bih19175","BIH",1917.5,19175
"blr19175","BLR",1917.5,19175
"bol19175","BOL",1917.5,19175
"bra19175","BRA",1917.5,19175
"brb19175","BRB",1917.5,19175
"btn19175","BTN",1917.5,19175
"bwa19175","BWA",1917.5,19175
"caf19175","CAF",1917.5,19175
"can19175","CAN",1917.5,19175
"che19175","CHE",1917.5,19175
"chl19175","CHL",1917.5,19175
"chn19175","CHN",1917.5,19175
"civ19175","CIV",1917.5,19175
"cmr19175","CMR",1917.5,19175
"cod19175","COD",1917.5,19175
"cog19175","COG",1917.5,19175
"col19175","COL",1917.5,19175
"com19175","COM",1917.5,19175
"cpv19175","CPV",1917.5,19175
"cri19175","CRI",1917.5,19175
"cub19175","CUB",1917.5,19175
"cyp19175","CYP",1917.5,19175
"cze19175","CZE",1917.5,19175
"ddr19175","DDR",1917.5,19175
"deu19175","DEU",1917.5,19175
"dji19175","DJI",1917.5,19175
"dnk19175","DNK",1917.5,19175
"dom19175","DOM",1917.5,19175
"dza19175","DZA",1917.5,19175
"ecu19175","ECU",1917.5,19175
"egy19175","EGY",1917.5,19175
"eri19175","ERI",1917.5,19175
"esp19175","ESP",1917.5,19175
"est19175","EST",1917.5,19175
"eth19175","ETH",1917.5,19175
"fin19175","FIN",1917.5,19175
"fji19175","FJI",1917.5,19175
"fra19175","FRA",1917.5,19175
"gab19175","GAB",1917.5,19175
"gbr19175","GBR",1917.5,19175
"geo19175","GEO",1917.5,19175
"gha19175","GHA",1917.5,19175
"gin19175","GIN",1917.5,19175
"gmb19175","GMB",1917.5,19175
"gnb19175","GNB",1917.5,19175
"gnq19175","GNQ",1917.5,19175
"grc19175","GRC",1917.5,19175
"gtm19175","GTM",1917.5,19175
"guy19175","GUY",1917.5,19175
"hkg19175","HKG",1917.5,19175
"hnd19175","HND",1917.5,19175
"hrv19175","HRV",1917.5,19175
"hti19175","HTI",1917.5,19175
"hun19175","HUN",1917.5,19175
"idn19175","IDN",1917.5,19175
"ind19175","IND",1917.5,19175
"irl19175","IRL",1917.5,19175
"irn19175","IRN",1917.5,19175
"irq19175","IRQ",1917.5,19175
"isl19175","ISL",1917.5,19175
"isr19175","ISR",1917.5,19175
"ita19175","ITA",1917.5,19175
"jam19175","JAM",1917.5,19175
"jor19175","JOR",1917.5,19175
"jpn19175","JPN",1917.5,19175
"kaz19175","KAZ",1917.5,19175
"ken19175","KEN",1917.5,19175
"khm19175","KHM",1917.5,19175
"kor19175","KOR",1917.5,19175
"kwt19175","KWT",1917.5,19175
"lao19175","LAO",1917.5,19175
"lbn19175","LBN",1917.5,19175
"lbr19175","LBR",1917.5,19175
"lby19175","LBY",1917.5,19175
"lka19175","LKA",1917.5,19175
"lso19175","LSO",1917.5,19175
"ltu19175","LTU",1917.5,19175
"lux19175","LUX",1917.5,19175
"lva19175","LVA",1917.5,19175
"mar19175","MAR",1917.5,19175
"mda19175","MDA",1917.5,19175
"mdg19175","MDG",1917.5,19175
"mdv19175","MDV",1917.5,19175
"mex19175","MEX",1917.5,19175
"mkd19175","MKD",1917.5,19175
"mli19175","MLI",1917.5,19175
"mmr19175","MMR",1917.5,19175
"mne19175","MNE",1917.5,19175
"mng19175","MNG",1917.5,19175
"moz19175","MOZ",1917.5,19175
"mrt19175","MRT",1917.5,19175
"mus19175","MUS",1917.5,19175
"mwi19175","MWI",1917.5,19175
"mys19175","MYS",1917.5,19175
"nam19175","NAM",1917.5,19175
"ner19175","NER",1917.5,19175
"nga19175","NGA",1917.5,19175
"nic19175","NIC",1917.5,19175
"nld19175","NLD",1917.5,19175
"nor19175","NOR",1917.5,19175
"npl19175","NPL",1917.5,19175
"nzl19175","NZL",1917.5,19175
"omn19175","OMN",1917.5,19175
"pak19175","PAK",1917.5,19175
"pan19175","PAN",1917.5,19175
"per19175","PER",1917.5,19175
"phl19175","PHL",1917.5,19175
"png19175","PNG",1917.5,19175
"pol19175","POL",1917.5,19175
"prk19175","PRK",1917.5,19175
"prt19175","PRT",1917.5,19175
"pry19175","PRY",1917.5,19175
"psb19175","PSB",1917.5,19175
"pse19175","PSE",1917.5,19175
"psg19175","PSG",1917.5,19175
"qat19175","QAT",1917.5,19175
"rou19175","ROU",1917.5,19175
"rus19175","RUS",1917.5,19175
"rwa19175","RWA",1917.5,19175
"sau19175","SAU",1917.5,19175
"sdn19175","SDN",1917.5,19175
"sen19175","SEN",1917.5,19175
"sgp19175","SGP",1917.5,19175
"slb19175","SLB",1917.5,19175
"sle19175","SLE",1917.5,19175
"slv19175","SLV",1917.5,19175
"sml19175","SML",1917.5,19175
"som19175","SOM",1917.5,19175
"srb19175","SRB",1917.5,19175
"ssd19175","SSD",1917.5,19175
"stp19175","STP",1917.5,19175
"sur19175","SUR",1917.5,19175
"svk19175","SVK",1917.5,19175
"svn19175","SVN",1917.5,19175
"swe19175","SWE",1917.5,19175
"swz19175","SWZ",1917.5,19175
"syc19175","SYC",1917.5,19175
"syr19175","SYR",1917.5,19175
"tcd19175","TCD",1917.5,19175
"tgo19175","TGO",1917.5,19175
"tha19175","THA",1917.5,19175
"tjk19175","TJK",1917.5,19175
"tkm19175","TKM",1917.5,19175
"tls19175","TLS",1917.5,19175
"tto19175","TTO",1917.5,19175
"tun19175","TUN",1917.5,19175
"tur19175","TUR",1917.5,19175
"twn19175","TWN",1917.5,19175
"tza19175","TZA",1917.5,19175
"uga19175","UGA",1917.5,19175
"ukr19175","UKR",1917.5,19175
"ury19175","URY",1917.5,19175
"usa19175","USA",1917.5,19175
"uzb19175","UZB",1917.5,19175
"vdr19175","VDR",1917.5,19175
"ven19175","VEN",1917.5,19175
"vnm19175","VNM",1917.5,19175
"vut19175","VUT",1917.5,19175
"xkx19175","XKX",1917.5,19175
"yem19175","YEM",1917.5,19175
"ymd19175","YMD",1917.5,19175
"zaf19175","ZAF",1917.5,19175
"zmb19175","ZMB",1917.5,19175
"zwe19175","ZWE",1917.5,19175
"zzb19175","ZZB",1917.5,19175
"afg19195","AFG",1919.5,19195
"ago19195","AGO",1919.5,19195
"alb19195","ALB",1919.5,19195
"are19195","ARE",1919.5,19195
"arg19195","ARG",1919.5,19195
"arm19195","ARM",1919.5,19195
"aus19195","AUS",1919.5,19195
"aut19195","AUT",1919.5,19195
"aze19195","AZE",1919.5,19195
"bdi19195","BDI",1919.5,19195
"bel19195","BEL",1919.5,19195
"ben19195","BEN",1919.5,19195
"bfa19195","BFA",1919.5,19195
"bgd19195","BGD",1919.5,19195
"bgr19195","BGR",1919.5,19195
"bhr19195","BHR",1919.5,19195
"bih19195","BIH",1919.5,19195
"blr19195","BLR",1919.5,19195
"bol19195","BOL",1919.5,19195
"bra19195","BRA",1919.5,19195
"brb19195","BRB",1919.5,19195
"btn19195","BTN",1919.5,19195
"bwa19195","BWA",1919.5,19195
"caf19195","CAF",1919.5,19195
"can19195","CAN",1919.5,19195
"che19195","CHE",1919.5,19195
"chl19195","CHL",1919.5,19195
"chn19195","CHN",1919.5,19195
"civ19195","CIV",1919.5,19195
"cmr19195","CMR",1919.5,19195
"cod19195","COD",1919.5,19195
"cog19195","COG",1919.5,19195
"col19195","COL",1919.5,19195
"com19195","COM",1919.5,19195
"cpv19195","CPV",1919.5,19195
"cri19195","CRI",1919.5,19195
"cub19195","CUB",1919.5,19195
"cyp19195","CYP",1919.5,19195
"cze19195","CZE",1919.5,19195
"ddr19195","DDR",1919.5,19195
"deu19195","DEU",1919.5,19195
"dji19195","DJI",1919.5,19195
"dnk19195","DNK",1919.5,19195
"dom19195","DOM",1919.5,19195
"dza19195","DZA",1919.5,19195
"ecu19195","ECU",1919.5,19195
"egy19195","EGY",1919.5,19195
"eri19195","ERI",1919.5,19195
"esp19195","ESP",1919.5,19195
"est19195","EST",1919.5,19195
"eth19195","ETH",1919.5,19195
"fin19195","FIN",1919.5,19195
"fji19195","FJI",1919.5,19195
"fra19195","FRA",1919.5,19195
"gab19195","GAB",1919.5,19195
"gbr19195","GBR",1919.5,19195
"geo19195","GEO",1919.5,19195
"gha19195","GHA",1919.5,19195
"gin19195","GIN",1919.5,19195
"gmb19195","GMB",1919.5,19195
"gnb19195","GNB",1919.5,19195
"gnq19195","GNQ",1919.5,19195
"grc19195","GRC",1919.5,19195
"gtm19195","GTM",1919.5,19195
"guy19195","GUY",1919.5,19195
"hkg19195","HKG",1919.5,19195
"hnd19195","HND",1919.5,19195
"hrv19195","HRV",1919.5,19195
"hti19195","HTI",1919.5,19195
"hun19195","HUN",1919.5,19195
"idn19195","IDN",1919.5,19195
"ind19195","IND",1919.5,19195
"irl19195","IRL",1919.5,19195
"irn19195","IRN",1919.5,19195
"irq19195","IRQ",1919.5,19195
"isl19195","ISL",1919.5,19195
"isr19195","ISR",1919.5,19195
"ita19195","ITA",1919.5,19195
"jam19195","JAM",1919.5,19195
"jor19195","JOR",1919.5,19195
"jpn19195","JPN",1919.5,19195
"kaz19195","KAZ",1919.5,19195
"ken19195","KEN",1919.5,19195
"khm19195","KHM",1919.5,19195
"kor19195","KOR",1919.5,19195
"kwt19195","KWT",1919.5,19195
"lao19195","LAO",1919.5,19195
"lbn19195","LBN",1919.5,19195
"lbr19195","LBR",1919.5,19195
"lby19195","LBY",1919.5,19195
"lka19195","LKA",1919.5,19195
"lso19195","LSO",1919.5,19195
"ltu19195","LTU",1919.5,19195
"lux19195","LUX",1919.5,19195
"lva19195","LVA",1919.5,19195
"mar19195","MAR",1919.5,19195
"mda19195","MDA",1919.5,19195
"mdg19195","MDG",1919.5,19195
"mdv19195","MDV",1919.5,19195
"mex19195","MEX",1919.5,19195
"mkd19195","MKD",1919.5,19195
"mli19195","MLI",1919.5,19195
"mmr19195","MMR",1919.5,19195
"mne19195","MNE",1919.5,19195
"mng19195","MNG",1919.5,19195
"moz19195","MOZ",1919.5,19195
"mrt19195","MRT",1919.5,19195
"mus19195","MUS",1919.5,19195
"mwi19195","MWI",1919.5,19195
"mys19195","MYS",1919.5,19195
"nam19195","NAM",1919.5,19195
"ner19195","NER",1919.5,19195
"nga19195","NGA",1919.5,19195
"nic19195","NIC",1919.5,19195
"nld19195","NLD",1919.5,19195
"nor19195","NOR",1919.5,19195
"npl19195","NPL",1919.5,19195
"nzl19195","NZL",1919.5,19195
"omn19195","OMN",1919.5,19195
"pak19195","PAK",1919.5,19195
"pan19195","PAN",1919.5,19195
"per19195","PER",1919.5,19195
"phl19195","PHL",1919.5,19195
"png19195","PNG",1919.5,19195
"pol19195","POL",1919.5,19195
"prk19195","PRK",1919.5,19195
"prt19195","PRT",1919.5,19195
"pry19195","PRY",1919.5,19195
"psb19195","PSB",1919.5,19195
"pse19195","PSE",1919.5,19195
"psg19195","PSG",1919.5,19195
"qat19195","QAT",1919.5,19195
"rou19195","ROU",1919.5,19195
"rus19195","RUS",1919.5,19195
"rwa19195","RWA",1919.5,19195
"sau19195","SAU",1919.5,19195
"sdn19195","SDN",1919.5,19195
"sen19195","SEN",1919.5,19195
"sgp19195","SGP",1919.5,19195
"slb19195","SLB",1919.5,19195
"sle19195","SLE",1919.5,19195
"slv19195","SLV",1919.5,19195
"sml19195","SML",1919.5,19195
"som19195","SOM",1919.5,19195
"srb19195","SRB",1919.5,19195
"ssd19195","SSD",1919.5,19195
"stp19195","STP",1919.5,19195
"sur19195","SUR",1919.5,19195
"svk19195","SVK",1919.5,19195
"svn19195","SVN",1919.5,19195
"swe19195","SWE",1919.5,19195
"swz19195","SWZ",1919.5,19195
"syc19195","SYC",1919.5,19195
"syr19195","SYR",1919.5,19195
"tcd19195","TCD",1919.5,19195
"tgo19195","TGO",1919.5,19195
"tha19195","THA",1919.5,19195
"tjk19195","TJK",1919.5,19195
"tkm19195","TKM",1919.5,19195
"tls19195","TLS",1919.5,19195
"tto19195","TTO",1919.5,19195
"tun19195","TUN",1919.5,19195
"tur19195","TUR",1919.5,19195
"twn19195","TWN",1919.5,19195
"tza19195","TZA",1919.5,19195
"uga19195","UGA",1919.5,19195
"ukr19195","UKR",1919.5,19195
"ury19195","URY",1919.5,19195
"usa19195","USA",1919.5,19195
"uzb19195","UZB",1919.5,19195
"vdr19195","VDR",1919.5,19195
"ven19195","VEN",1919.5,19195
"vnm19195","VNM",1919.5,19195
"vut19195","VUT",1919.5,19195
"xkx19195","XKX",1919.5,19195
"yem19195","YEM",1919.5,19195
"ymd19195","YMD",1919.5,19195
"zaf19195","ZAF",1919.5,19195
"zmb19195","ZMB",1919.5,19195
"zwe19195","ZWE",1919.5,19195
"zzb19195","ZZB",1919.5,19195
"afg19215","AFG",1921.5,19215
"ago19215","AGO",1921.5,19215
"alb19215","ALB",1921.5,19215
"are19215","ARE",1921.5,19215
"arg19215","ARG",1921.5,19215
"arm19215","ARM",1921.5,19215
"aus19215","AUS",1921.5,19215
"aut19215","AUT",1921.5,19215
"aze19215","AZE",1921.5,19215
"bdi19215","BDI",1921.5,19215
"bel19215","BEL",1921.5,19215
"ben19215","BEN",1921.5,19215
"bfa19215","BFA",1921.5,19215
"bgd19215","BGD",1921.5,19215
"bgr19215","BGR",1921.5,19215
"bhr19215","BHR",1921.5,19215
"bih19215","BIH",1921.5,19215
"blr19215","BLR",1921.5,19215
"bol19215","BOL",1921.5,19215
"bra19215","BRA",1921.5,19215
"brb19215","BRB",1921.5,19215
"btn19215","BTN",1921.5,19215
"bwa19215","BWA",1921.5,19215
"caf19215","CAF",1921.5,19215
"can19215","CAN",1921.5,19215
"che19215","CHE",1921.5,19215
"chl19215","CHL",1921.5,19215
"chn19215","CHN",1921.5,19215
"civ19215","CIV",1921.5,19215
"cmr19215","CMR",1921.5,19215
"cod19215","COD",1921.5,19215
"cog19215","COG",1921.5,19215
"col19215","COL",1921.5,19215
"com19215","COM",1921.5,19215
"cpv19215","CPV",1921.5,19215
"cri19215","CRI",1921.5,19215
"cub19215","CUB",1921.5,19215
"cyp19215","CYP",1921.5,19215
"cze19215","CZE",1921.5,19215
"ddr19215","DDR",1921.5,19215
"deu19215","DEU",1921.5,19215
"dji19215","DJI",1921.5,19215
"dnk19215","DNK",1921.5,19215
"dom19215","DOM",1921.5,19215
"dza19215","DZA",1921.5,19215
"ecu19215","ECU",1921.5,19215
"egy19215","EGY",1921.5,19215
"eri19215","ERI",1921.5,19215
"esp19215","ESP",1921.5,19215
"est19215","EST",1921.5,19215
"eth19215","ETH",1921.5,19215
"fin19215","FIN",1921.5,19215
"fji19215","FJI",1921.5,19215
"fra19215","FRA",1921.5,19215
"gab19215","GAB",1921.5,19215
"gbr19215","GBR",1921.5,19215
"geo19215","GEO",1921.5,19215
"gha19215","GHA",1921.5,19215
"gin19215","GIN",1921.5,19215
"gmb19215","GMB",1921.5,19215
"gnb19215","GNB",1921.5,19215
"gnq19215","GNQ",1921.5,19215
"grc19215","GRC",1921.5,19215
"gtm19215","GTM",1921.5,19215
"guy19215","GUY",1921.5,19215
"hkg19215","HKG",1921.5,19215
"hnd19215","HND",1921.5,19215
"hrv19215","HRV",1921.5,19215
"hti19215","HTI",1921.5,19215
"hun19215","HUN",1921.5,19215
"idn19215","IDN",1921.5,19215
"ind19215","IND",1921.5,19215
"irl19215","IRL",1921.5,19215
"irn19215","IRN",1921.5,19215
"irq19215","IRQ",1921.5,19215
"isl19215","ISL",1921.5,19215
"isr19215","ISR",1921.5,19215
"ita19215","ITA",1921.5,19215
"jam19215","JAM",1921.5,19215
"jor19215","JOR",1921.5,19215
"jpn19215","JPN",1921.5,19215
"kaz19215","KAZ",1921.5,19215
"ken19215","KEN",1921.5,19215
"khm19215","KHM",1921.5,19215
"kor19215","KOR",1921.5,19215
"kwt19215","KWT",1921.5,19215
"lao19215","LAO",1921.5,19215
"lbn19215","LBN",1921.5,19215
"lbr19215","LBR",1921.5,19215
"lby19215","LBY",1921.5,19215
"lka19215","LKA",1921.5,19215
"lso19215","LSO",1921.5,19215
"ltu19215","LTU",1921.5,19215
"lux19215","LUX",1921.5,19215
"lva19215","LVA",1921.5,19215
"mar19215","MAR",1921.5,19215
"mda19215","MDA",1921.5,19215
"mdg19215","MDG",1921.5,19215
"mdv19215","MDV",1921.5,19215
"mex19215","MEX",1921.5,19215
"mkd19215","MKD",1921.5,19215
"mli19215","MLI",1921.5,19215
"mmr19215","MMR",1921.5,19215
"mne19215","MNE",1921.5,19215
"mng19215","MNG",1921.5,19215
"moz19215","MOZ",1921.5,19215
"mrt19215","MRT",1921.5,19215
"mus19215","MUS",1921.5,19215
"mwi19215","MWI",1921.5,19215
"mys19215","MYS",1921.5,19215
"nam19215","NAM",1921.5,19215
"ner19215","NER",1921.5,19215
"nga19215","NGA",1921.5,19215
"nic19215","NIC",1921.5,19215
"nld19215","NLD",1921.5,19215
"nor19215","NOR",1921.5,19215
"npl19215","NPL",1921.5,19215
"nzl19215","NZL",1921.5,19215
"omn19215","OMN",1921.5,19215
"pak19215","PAK",1921.5,19215
"pan19215","PAN",1921.5,19215
"per19215","PER",1921.5,19215
"phl19215","PHL",1921.5,19215
"png19215","PNG",1921.5,19215
"pol19215","POL",1921.5,19215
"prk19215","PRK",1921.5,19215
"prt19215","PRT",1921.5,19215
"pry19215","PRY",1921.5,19215
"psb19215","PSB",1921.5,19215
"pse19215","PSE",1921.5,19215
"psg19215","PSG",1921.5,19215
"qat19215","QAT",1921.5,19215
"rou19215","ROU",1921.5,19215
"rus19215","RUS",1921.5,19215
"rwa19215","RWA",1921.5,19215
"sau19215","SAU",1921.5,19215
"sdn19215","SDN",1921.5,19215
"sen19215","SEN",1921.5,19215
"sgp19215","SGP",1921.5,19215
"slb19215","SLB",1921.5,19215
"sle19215","SLE",1921.5,19215
"slv19215","SLV",1921.5,19215
"sml19215","SML",1921.5,19215
"som19215","SOM",1921.5,19215
"srb19215","SRB",1921.5,19215
"ssd19215","SSD",1921.5,19215
"stp19215","STP",1921.5,19215
"sur19215","SUR",1921.5,19215
"svk19215","SVK",1921.5,19215
"svn19215","SVN",1921.5,19215
"swe19215","SWE",1921.5,19215
"swz19215","SWZ",1921.5,19215
"syc19215","SYC",1921.5,19215
"syr19215","SYR",1921.5,19215
"tcd19215","TCD",1921.5,19215
"tgo19215","TGO",1921.5,19215
"tha19215","THA",1921.5,19215
"tjk19215","TJK",1921.5,19215
"tkm19215","TKM",1921.5,19215
"tls19215","TLS",1921.5,19215
"tto19215","TTO",1921.5,19215
"tun19215","TUN",1921.5,19215
"tur19215","TUR",1921.5,19215
"twn19215","TWN",1921.5,19215
"tza19215","TZA",1921.5,19215
"uga19215","UGA",1921.5,19215
"ukr19215","UKR",1921.5,19215
"ury19215","URY",1921.5,19215
"usa19215","USA",1921.5,19215
"uzb19215","UZB",1921.5,19215
"vdr19215","VDR",1921.5,19215
"ven19215","VEN",1921.5,19215
"vnm19215","VNM",1921.5,19215
"vut19215","VUT",1921.5,19215
"xkx19215","XKX",1921.5,19215
"yem19215","YEM",1921.5,19215
"ymd19215","YMD",1921.5,19215
"zaf19215","ZAF",1921.5,19215
"zmb19215","ZMB",1921.5,19215
"zwe19215","ZWE",1921.5,19215
"zzb19215","ZZB",1921.5,19215
"afg19235","AFG",1923.5,19235
"ago19235","AGO",1923.5,19235
"alb19235","ALB",1923.5,19235
"are19235","ARE",1923.5,19235
"arg19235","ARG",1923.5,19235
"arm19235","ARM",1923.5,19235
"aus19235","AUS",1923.5,19235
"aut19235","AUT",1923.5,19235
"aze19235","AZE",1923.5,19235
"bdi19235","BDI",1923.5,19235
"bel19235","BEL",1923.5,19235
"ben19235","BEN",1923.5,19235
"bfa19235","BFA",1923.5,19235
"bgd19235","BGD",1923.5,19235
"bgr19235","BGR",1923.5,19235
"bhr19235","BHR",1923.5,19235
"bih19235","BIH",1923.5,19235
"blr19235","BLR",1923.5,19235
"bol19235","BOL",1923.5,19235
"bra19235","BRA",1923.5,19235
"brb19235","BRB",1923.5,19235
"btn19235","BTN",1923.5,19235
"bwa19235","BWA",1923.5,19235
"caf19235","CAF",1923.5,19235
"can19235","CAN",1923.5,19235
"che19235","CHE",1923.5,19235
"chl19235","CHL",1923.5,19235
"chn19235","CHN",1923.5,19235
"civ19235","CIV",1923.5,19235
"cmr19235","CMR",1923.5,19235
"cod19235","COD",1923.5,19235
"cog19235","COG",1923.5,19235
"col19235","COL",1923.5,19235
"com19235","COM",1923.5,19235
"cpv19235","CPV",1923.5,19235
"cri19235","CRI",1923.5,19235
"cub19235","CUB",1923.5,19235
"cyp19235","CYP",1923.5,19235
"cze19235","CZE",1923.5,19235
"ddr19235","DDR",1923.5,19235
"deu19235","DEU",1923.5,19235
"dji19235","DJI",1923.5,19235
"dnk19235","DNK",1923.5,19235
"dom19235","DOM",1923.5,19235
"dza19235","DZA",1923.5,19235
"ecu19235","ECU",1923.5,19235
"egy19235","EGY",1923.5,19235
"eri19235","ERI",1923.5,19235
"esp19235","ESP",1923.5,19235
"est19235","EST",1923.5,19235
"eth19235","ETH",1923.5,19235
"fin19235","FIN",1923.5,19235
"fji19235","FJI",1923.5,19235
"fra19235","FRA",1923.5,19235
"gab19235","GAB",1923.5,19235
"gbr19235","GBR",1923.5,19235
"geo19235","GEO",1923.5,19235
"gha19235","GHA",1923.5,19235
"gin19235","GIN",1923.5,19235
"gmb19235","GMB",1923.5,19235
"gnb19235","GNB",1923.5,19235
"gnq19235","GNQ",1923.5,19235
"grc19235","GRC",1923.5,19235
"gtm19235","GTM",1923.5,19235
"guy19235","GUY",1923.5,19235
"hkg19235","HKG",1923.5,19235
"hnd19235","HND",1923.5,19235
"hrv19235","HRV",1923.5,19235
"hti19235","HTI",1923.5,19235
"hun19235","HUN",1923.5,19235
"idn19235","IDN",1923.5,19235
"ind19235","IND",1923.5,19235
"irl19235","IRL",1923.5,19235
"irn19235","IRN",1923.5,19235
"irq19235","IRQ",1923.5,19235
"isl19235","ISL",1923.5,19235
"isr19235","ISR",1923.5,19235
"ita19235","ITA",1923.5,19235
"jam19235","JAM",1923.5,19235
"jor19235","JOR",1923.5,19235
"jpn19235","JPN",1923.5,19235
"kaz19235","KAZ",1923.5,19235
"ken19235","KEN",1923.5,19235
"khm19235","KHM",1923.5,19235
"kor19235","KOR",1923.5,19235
"kwt19235","KWT",1923.5,19235
"lao19235","LAO",1923.5,19235
"lbn19235","LBN",1923.5,19235
"lbr19235","LBR",1923.5,19235
"lby19235","LBY",1923.5,19235
"lka19235","LKA",1923.5,19235
"lso19235","LSO",1923.5,19235
"ltu19235","LTU",1923.5,19235
"lux19235","LUX",1923.5,19235
"lva19235","LVA",1923.5,19235
"mar19235","MAR",1923.5,19235
"mda19235","MDA",1923.5,19235
"mdg19235","MDG",1923.5,19235
"mdv19235","MDV",1923.5,19235
"mex19235","MEX",1923.5,19235
"mkd19235","MKD",1923.5,19235
"mli19235","MLI",1923.5,19235
"mmr19235","MMR",1923.5,19235
"mne19235","MNE",1923.5,19235
"mng19235","MNG",1923.5,19235
"moz19235","MOZ",1923.5,19235
"mrt19235","MRT",1923.5,19235
"mus19235","MUS",1923.5,19235
"mwi19235","MWI",1923.5,19235
"mys19235","MYS",1923.5,19235
"nam19235","NAM",1923.5,19235
"ner19235","NER",1923.5,19235
"nga19235","NGA",1923.5,19235
"nic19235","NIC",1923.5,19235
"nld19235","NLD",1923.5,19235
"nor19235","NOR",1923.5,19235
"npl19235","NPL",1923.5,19235
"nzl19235","NZL",1923.5,19235
